Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime,Time_sec,location_short,time,SEL_dB,tags,type,operator
Mon 01:00:01 PM,52.2892,6.7373,← 288°,387.0,445.0,"24,800","-1,929",FlightAware ADS-B (RTM / EHRD),Arrivals,DLH998,2025-03-24 18:38:40,46801,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:00:02 PM,61.5622,8.8544,↙ 201°,451.0,519.0,"34,525","1,025",FlightAware ADS-B (OSL / ENGM),Arrivals,KLM1154,2025-03-24 19:37:57,46802,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:00:06 PM,48.4465,11.6344,↑ 349°,278.0,320.0,"9,575","4,025",FlightAware ADS-B (EDPA),Arrivals,KLM1856,2025-03-24 19:18:23,46806,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:00:08 PM,59.1793,17.0563,↙ 221°,400.0,460.0,"22,300","2,125",FlightAware ADS-B (BMA / ESSB),Arrivals,KLM1224,2025-03-24 19:37:57,46808,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:00:10 PM,51.4701,5.2935,↓ 163°,426.0,490.0,"27,450","1,575",FlightAware ADS-B (EHDP),Departures,KLM1937,2025-03-24 18:18:57,46810,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:00:13 PM,50.301,5.0421,↖ 332°,458.0,527.0,"35,450","-1,475",FlightAware ADS-B (ORY / LFPO),Arrivals,KLM596,2025-03-24 18:38:40,46813,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:00:18 AM,36.2193,142.7282,↗ 46°,528.0,608.0,"26,650",850,FlightAware ADS-B (NRT / RJAA),Arrivals,KLM862,2025-03-24 19:18:23,3618,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:00:23 PM,56.0785,4.5919,↓ 184°,464.0,534.0,"38,000",-368,FlightAware ADS-B (SVG / ENZV),Arrivals,KLM1158,2025-03-24 18:58:16,46823,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:00:28 PM,49.19,14.5892,← 310°,454.0,522.0,"35,875","1,056",FlightAware ADS-B (EDNX),Arrivals,KLM1906,2025-03-24 19:37:57,46828,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 01:00:29 PM,51.602,4.4481,↓ 198°,454.0,522.0,"24,350","1,925",FlightAware ADS-B (EIN / EHEH),Departures,TRA6145,2025-03-24 18:18:57,46829,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:00:32 PM,61.5053,8.8097,↙ 201°,453.0,521.0,"34,950",650,FlightAware ADS-B (HMR / ENHA),Arrivals,KLM1154,2025-03-24 19:37:57,46832,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:00:36 PM,48.4857,11.6226,↑ 349°,285.0,328.0,"11,700","4,011",FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1856,2025-03-24 19:18:23,46836,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:00:38 PM,59.1371,16.984,↙ 221°,410.0,472.0,"23,350","2,075",FlightAware ADS-B (BLE / ESSD),Arrivals,KLM1224,2025-03-24 19:37:57,46838,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:00:40 PM,51.4152,5.3202,↓ 163°,429.0,494.0,"28,300","1,475",FlightAware ADS-B (EHTE),Departures,KLM1937,2025-03-24 18:18:57,46840,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:00:43 PM,50.3562,4.9968,↖ 332°,453.0,521.0,"34,675","-1,500",FlightAware ADS-B (EDLS),Arrivals,KLM596,2025-03-24 18:38:40,46843,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:00:46 PM,56.0305,4.5854,↓ 185°,464.0,534.0,"37,675","-1,188",FlightAware ADS-B (ABZ / EGPD),Arrivals,KLM1158,2025-03-24 18:58:16,46846,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:00:48 AM,36.2707,142.7933,↗ 46°,532.0,612.0,"27,050",861,FlightAware ADS-B (IBR / RJAH),Arrivals,KLM862,2025-03-24 19:18:23,3648,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:00:52 PM,47.1105,6.1569,↑ 1°,359.0,413.0,"28,275","1,250",FlightAware ADS-B (LUX / ELLX),Arrivals,KLM1936,2025-03-24 19:18:23,46852,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:00:59 PM,51.5402,4.4155,↓ 198°,460.0,529.0,"25,275","1,625",FlightAware ADS-B (WOE / EHWO),Departures,TRA6145,2025-03-24 18:18:57,46859,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:01:01 PM,42.7306,1.466,↑ 356°,443.0,510.0,"36,025",169,FlightAware ADS-B (TLS / LFBO),Arrivals,KLM1518,2025-03-24 19:57:51,46861,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:01:02 PM,61.4458,8.7628,↙ 201°,458.0,527.0,"35,175",750,FlightAware ADS-B (HMR / ENHA),Arrivals,KLM1154,2025-03-24 19:37:57,46862,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:01:04 PM,52.3229,6.5649,← 288°,364.0,419.0,"23,050","-1,735",FlightAware ADS-B (EHDL),Arrivals,DLH998,2025-03-24 18:38:40,46864,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:01:06 PM,43.3972,11.7976,↑ 352°,479.0,551.0,"32,850",950,FlightAware ADS-B (VIC / LIPT),Arrivals,KLM1606,2025-03-24 19:57:51,46866,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 01:01:08 PM,59.0946,16.9114,↙ 221°,415.0,478.0,"24,375","1,950",FlightAware ADS-B (ESHR),Arrivals,KLM1224,2025-03-24 19:37:57,46868,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:01:10 PM,51.3561,5.3489,↓ 163°,435.0,501.0,"28,925","1,150",FlightAware ADS-B (FMO / EDDG),Departures,KLM1937,2025-03-24 18:18:57,46870,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:01:11 PM,55.976,4.5719,↓ 191°,470.0,541.0,"37,050",-827,FlightAware ADS-B (FLF / EDXF),Arrivals,KLM1158,2025-03-24 18:58:16,46871,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:01:13 PM,50.4109,4.9511,↖ 332°,453.0,521.0,"33,950","-1,300",FlightAware ADS-B (EBDT),Arrivals,KLM596,2025-03-24 18:38:40,46873,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:01:19 AM,36.3226,142.8593,↗ 46°,534.0,615.0,"27,525",968,FlightAware ADS-B (IBR / RJAH),Arrivals,KLM862,2025-03-24 19:18:23,3679,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:01:22 PM,49.2632,14.455,← 310°,450.0,518.0,"37,075","1,214",FlightAware ADS-B (LKKB),Arrivals,KLM1906,2025-03-24 19:37:57,46882,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 01:01:27 AM,25.4329,-75.6741,↗ 40°,545.0,627.0,"39,000",-25,FlightAware ADS-B (TBI / MYCB),Arrivals,KLM760,2025-03-24 13:51:30,3687,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:01:29 PM,51.4818,4.3848,↓ 198°,467.0,537.0,"25,975","1,364",FlightAware ADS-B (EHHV),Departures,TRA6145,2025-03-24 18:18:57,46889,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:01:32 PM,61.3842,8.7148,↙ 201°,457.0,526.0,"35,700",900,FlightAware ADS-B (ESTF),Arrivals,KLM1154,2025-03-24 19:37:57,46892,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:01:33 PM,60.2568,5.2305,↓ 172°,191.0,220.0,"1,950","1,273",FlightAware ADS-B (BGO / ENBR),Arrivals,KLM1170,2025-03-24 19:37:57,46893,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:01:36 PM,43.4641,11.7842,↑ 352°,481.0,554.0,"33,300","1,000",FlightAware ADS-B (VIC / LIPT),Arrivals,KLM1606,2025-03-24 19:57:51,46896,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 01:01:38 PM,48.5711,11.5961,↑ 345°,348.0,400.0,"14,200","1,786",FlightAware ADS-B (EDPG),Arrivals,KLM1856,2025-03-24 19:18:23,46898,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:01:40 PM,51.2979,5.3771,↓ 163°,443.0,510.0,"29,450","1,150",FlightAware ADS-B (DUS / EDDL),Departures,KLM1937,2025-03-24 18:18:57,46900,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:01:42 PM,42.8153,1.4717,↑ 3°,444.0,511.0,"36,000",-21,FlightAware ADS-B (LFCL),Arrivals,KLM1518,2025-03-24 19:57:51,46902,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:01:43 PM,50.4662,4.9052,↖ 332°,447.0,514.0,"33,375","-1,600",FlightAware ADS-B (ANR / EBAW),Arrivals,KLM596,2025-03-24 18:38:40,46903,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:01:50 AM,36.378,142.9297,↗ 46°,535.0,616.0,"28,050",934,FlightAware ADS-B (NJA / RJTA),Arrivals,KLM862,2025-03-24 19:18:23,3710,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:01:50 PM,60.2404,5.235,↓ 174°,221.0,254.0,"2,350","1,909",FlightAware ADS-B (BGO / ENBR),Arrivals,KLM1170,2025-03-24 19:37:57,46910,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:01:54 PM,51.4286,4.3571,↓ 198°,475.0,547.0,"26,525","1,386",FlightAware ADS-B (BRU / EBBR),Departures,TRA6145,2025-03-24 18:18:57,46914,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:01:55 PM,49.3067,14.3748,← 310°,446.0,513.0,"37,600",882,FlightAware ADS-B (LKHK),Arrivals,KLM1906,2025-03-24 19:37:57,46915,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 01:01:56 PM,52.3613,4.7119,↑ 3°,150.0,173.0,875,"2,016",FlightAware ADS-B (EHHA),Departures,KLM1823,2025-03-24 18:18:57,46916,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:02:02 PM,61.3271,8.6703,↙ 201°,458.0,527.0,"36,075",625,FlightAware ADS-B (HMR / ENHA),Arrivals,KLM1154,2025-03-24 19:37:57,46922,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:02:05 PM,47.2338,6.1571,↑ 0°,377.0,434.0,"29,950","1,286",FlightAware ADS-B (LFKL),Arrivals,KLM1936,2025-03-24 19:18:23,46925,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:06 PM,60.2219,5.2397,↓ 172°,241.0,277.0,"3,000","2,719",FlightAware ADS-B (BGO / ENBR),Arrivals,KLM1170,2025-03-24 19:37:57,46926,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:08 PM,59.0052,16.7594,↙ 221°,432.0,497.0,"26,175","1,700",FlightAware ADS-B (ESHL),Arrivals,KLM1224,2025-03-24 19:37:57,46928,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:10 PM,51.239,5.4056,↓ 163°,447.0,514.0,"30,075","1,250",FlightAware ADS-B (QEF / EDFE),Departures,KLM1937,2025-03-24 18:18:57,46930,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:12 PM,52.3736,4.7127,↑ 3°,172.0,198.0,"1,250","1,235",FlightAware ADS-B (AMS / EHAM),Departures,KLM1823,2025-03-24 18:18:57,46932,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:02:13 PM,50.519,4.8612,↖ 332°,441.0,507.0,"32,350","-1,875",FlightAware ADS-B (CGN / EDDK),Arrivals,KLM596,2025-03-24 18:38:40,46933,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:02:20 AM,36.4284,142.994,↗ 46°,537.0,618.0,"28,475",786,FlightAware ADS-B (NRT / RJAA),Arrivals,KLM862,2025-03-24 19:18:23,3740,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:02:22 PM,47.2651,6.1575,↑ 0°,381.0,438.0,"30,300","1,333",FlightAware ADS-B (LSPK),Arrivals,KLM1936,2025-03-24 19:18:23,46942,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:29 PM,53.5523,6.5771,↗ 42°,392.0,451.0,"35,600",804,FlightAware ADS-B (VAC / EDWU),Departures,KLM1225,2025-03-24 18:18:57,46949,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:30 PM,52.3893,4.7143,↑ 4°,200.0,230.0,"1,575","1,989",FlightAware ADS-B (EHVB),Departures,KLM1823,2025-03-24 18:18:57,46950,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:02:32 PM,61.2662,8.623,↓ 200°,462.0,532.0,"36,325",625,FlightAware ADS-B (SCR / ESKS),Arrivals,KLM1154,2025-03-24 19:37:57,46952,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:02:35 PM,51.3436,4.3107,↙ 202°,484.0,557.0,"27,500","1,447",FlightAware ADS-B (EIN / EHEH),Departures,TRA6145,2025-03-24 18:18:57,46955,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:02:38 PM,58.9639,16.6805,↙ 226°,434.0,499.0,"27,000","1,675",FlightAware ADS-B (BMA / ESSB),Arrivals,KLM1224,2025-03-24 19:37:57,46958,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:41 PM,47.2982,6.1577,↑ 0°,384.0,442.0,"30,750","1,500",FlightAware ADS-B (EDTO),Arrivals,KLM1936,2025-03-24 19:18:23,46961,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:42 PM,52.3709,6.3163,← 287°,348.0,400.0,"19,975","-1,850",FlightAware ADS-B (EHHV),Arrivals,DLH998,2025-03-24 18:38:40,46962,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:02:43 PM,50.5739,4.8155,↖ 332°,434.0,499.0,"31,500","-1,500",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM596,2025-03-24 18:38:40,46963,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:02:50 PM,48.6882,11.5295,↑ 339°,393.0,452.0,"17,400","3,100",FlightAware ADS-B (OBF / EDMO),Arrivals,KLM1856,2025-03-24 19:18:23,46970,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:02:51 PM,51.3108,4.2882,↙ 204°,486.0,559.0,"27,900","1,214",FlightAware ADS-B (EHVB),Departures,TRA6145,2025-03-24 18:18:57,46971,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:02:53 AM,36.4844,143.0653,↗ 46°,540.0,621.0,"28,875",682,FlightAware ADS-B (IBR / RJAH),Arrivals,KLM862,2025-03-24 19:18:23,3773,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:02:53 PM,60.1687,5.2583,↓ 170°,266.0,306.0,"5,350","3,197",FlightAware ADS-B (HAU / ENHD),Arrivals,KLM1170,2025-03-24 19:37:57,46973,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:02:57 AM,25.6069,-75.5138,↗ 40°,544.0,626.0,"38,975",-25,FlightAware ADS-B (GHB / MYEM),Arrivals,KLM760,2025-03-24 13:51:30,3777,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:02:58 PM,52.4143,4.7176,↑ 7°,210.0,242.0,"2,775","2,521",FlightAware ADS-B (AMS / EHAM),Departures,KLM1823,2025-03-24 18:18:57,46978,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:03:02 PM,61.2075,8.5779,↓ 200°,461.0,531.0,"36,700",800,FlightAware ADS-B (ENVE),Arrivals,KLM1154,2025-03-24 19:37:57,46982,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:03:06 PM,53.6021,6.6526,↗ 42°,397.0,457.0,"36,050",694,FlightAware ADS-B (EHHA),Departures,KLM1225,2025-03-24 18:18:57,46986,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:03:12 PM,52.3848,6.2433,← 287°,343.0,395.0,"19,100","-1,725",FlightAware ADS-B (EIN / EHEH),Arrivals,DLH998,2025-03-24 18:38:40,46992,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:03:13 PM,49.4075,14.1886,← 311°,442.0,509.0,"38,850",718,FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1906,2025-03-24 19:37:57,46993,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 01:03:17 PM,52.4333,4.7289,↗ 30°,234.0,269.0,"3,550","2,750",FlightAware ADS-B (EHTE),Departures,KLM1823,2025-03-24 18:18:57,46997,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:03:18 PM,47.3623,6.1569,↑ 0°,383.0,441.0,"31,725","1,290",FlightAware ADS-B (LSTB),Arrivals,KLM1936,2025-03-24 19:18:23,46998,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:03:20 PM,48.7419,11.4984,↑ 339°,405.0,466.0,"18,875","2,925",FlightAware ADS-B (EDNX),Arrivals,KLM1856,2025-03-24 19:18:23,47000,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:03:23 PM,60.1316,5.2719,↓ 169°,273.0,314.0,"7,050","3,300",FlightAware ADS-B (SRP / ENSO),Arrivals,KLM1170,2025-03-24 19:37:57,47003,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:03:26 AM,36.5425,143.1396,↗ 46°,545.0,627.0,"29,225",900,FlightAware ADS-B (RJTI),Arrivals,KLM862,2025-03-24 19:18:23,3806,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:03:27 PM,50.6481,4.7531,↖ 332°,417.0,480.0,"30,500","-1,848",FlightAware ADS-B (CRL / EBCI),Arrivals,KLM596,2025-03-24 18:38:40,47007,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:03:28 PM,51.0845,5.4798,↓ 163°,449.0,517.0,"31,925","1,900",FlightAware ADS-B (EHHV),Departures,KLM1937,2025-03-24 18:18:57,47008,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:03:32 PM,61.1492,8.533,↓ 200°,460.0,529.0,"37,125",800,FlightAware ADS-B (RYG / ENRY),Arrivals,KLM1154,2025-03-24 19:37:57,47012,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:03:36 PM,53.6441,6.7166,↗ 42°,401.0,461.0,"36,375",650,FlightAware ADS-B (GRQ / EHGG),Departures,KLM1225,2025-03-24 18:18:57,47016,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:03:38 PM,58.8781,16.5115,↙ 225°,446.0,513.0,"28,725","1,575",FlightAware ADS-B (KSD / ESOK),Arrivals,KLM1224,2025-03-24 19:37:57,47018,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:03:40 PM,52.4565,4.7505,↗ 30°,249.0,287.0,"4,700","2,925",FlightAware ADS-B (AMS / EHAM),Departures,KLM1823,2025-03-24 18:18:57,47020,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:03:42 PM,52.399,6.169,← 287°,336.0,387.0,"18,250","-1,754",FlightAware ADS-B (ENS / EHTW),Arrivals,DLH998,2025-03-24 18:38:40,47022,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 01:03:48 PM,47.4164,6.1558,↑ 0°,390.0,449.0,"32,275","1,109",FlightAware ADS-B (LSTB),Arrivals,KLM1936,2025-03-24 19:18:23,47028,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:03:50 PM,48.794,11.4679,↑ 339°,413.0,475.0,"20,325","2,813",FlightAware ADS-B (ETSA),Arrivals,KLM1856,2025-03-24 19:18:23,47030,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 01:03:52 PM,50.6924,4.716,↖ 332°,420.0,483.0,"29,375","-2,373",FlightAware ADS-B (EBDT),Arrivals,KLM596,2025-03-24 18:38:40,47032,Ku,2025-03-24 17:26:41,71.32310002002386,Aalsmeerbaan36R_L,Boeing 787-9,KLM
Mon 01:03:53 PM,60.0926,5.2852,↓ 171°,281.0,323.0,"8,650","2,975",FlightAware ADS-B (BGO / ENBR),Arrivals,KLM1170,2025-03-24 19:37:57,47033,Co,2025-03-24 18:18:43,79.88883691281315,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:03:57 AM,25.7216,-75.4079,↗ 40°,544.0,626.0,"38,975",25,FlightAware ADS-B (ELH / MYEH),Arrivals,KLM760,2025-03-24 13:51:30,3837,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 01:03:57 PM,52.4715,4.7671,↗ 45°,262.0,302.0,"5,500","3,000",FlightAware ADS-B (AMS / EHAM),Departures,KLM1823,2025-03-24 18:18:57,47037,Da,2025-03-24 14:45:43,77.95329219067148,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 01:03:58 AM,36.5987,143.2116,↗ 46°,542.0,624.0,"29,850","1,185",FlightAware ADS-B (SDJ / RJSS),Arrivals,KLM862,2025-03-24 19:18:23,3838,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 01:03:58 PM,51.0249,5.5082,↓ 163°,440.0,506.0,"32,975","1,955",FlightAware ADS-B (MGL / EDLN),Departures,KLM1937,2025-03-24 18:18:57,47038,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:04:01 PM,51.1638,4.1853,↙ 203°,501.0,577.0,"29,150","1,119",FlightAware ADS-B (BRU / EBBR),Departures,TRA6145,2025-03-24 18:18:57,47041,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 01:04:02 PM,61.0884,8.4863,↓ 200°,459.0,528.0,"37,500",625,FlightAware ADS-B (MXX / ESKM),Arrivals,KLM1154,2025-03-24 19:37:57,47042,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 01:04:04 PM,47.4421,6.1552,↑ 359°,392.0,451.0,"32,575","1,250",FlightAware ADS-B,Arrivals,KLM1936,2025-03-24 19:18:23,47044,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:04:06 PM,53.6845,6.7787,↗ 43°,405.0,466.0,"36,700",700,FlightAware ADS-B (EHTE),Departures,KLM1225,2025-03-24 18:18:57,47046,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 01:04:08 PM,58.8349,16.4272,↙ 225°,451.0,519.0,"29,425","1,325",FlightAware ADS-B (GVX / ESSK),Arrivals,KLM1224,2025-03-24 19:37:57,47048,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
