Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime,Time_sec,location_short,time,SEL_dB,tags,type,operator
Tue 02:54:57 AM,53.8918,-4.4491,↘ 126°,427.0,491.0,"30,075","1,463",FlightAware ADS-B (DUB / EIDW),Arrivals,KLM946,2025-03-25 09:07:24,10497,Da,2025-03-24 07:56:16,76.81778163797976,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:55:02 AM,52.1994,4.8055,↓ 184°,267.0,307.0,"3,225","3,000",FlightAware ADS-B (AMS / EHAM),Departures,KLM1501,2025-03-25 08:09:09,10502,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:55:03 AM,52.9872,1.5263,→ 109°,457.0,526.0,"37,300",-850,FlightAware ADS-B (EGCL),Arrivals,KLM934,2025-03-25 08:28:32,10503,Co,2025-03-24 07:40:00,80.77320570057506,Zwanenburgbaan36C_L,Boeing 737-900,KLM
Tue 02:55:05 AM,52.5404,4.7285,↓ 181°,186.0,214.0,"1,850",34,FlightAware ADS-B (DHR / EHKD),Arrivals,UAL20,2025-03-25 08:09:09,10505,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:55:06 AM,51.4298,4.3749,↙ 204°,424.0,488.0,"23,600","1,690",FlightAware ADS-B (AMS / EHAM),Departures,TRA5753,2025-03-25 08:09:09,10506,Da,2025-03-24 22:57:19,63.02030000829775,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Tue 02:55:14 AM,53.8747,-4.3998,↘ 117°,434.0,499.0,"30,500","1,375",FlightAware ADS-B (EGTU),Arrivals,KLM946,2025-03-25 09:07:24,10514,Da,2025-03-24 07:56:16,76.81778163797976,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:55:15 AM,52.2229,6.967,← 300°,368.0,423.0,"25,825","-1,552",FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM836,2025-03-25 08:28:32,10515,Da,2025-03-24 07:23:04,79.39454792543735,Aalsmeerbaan36R_L,Boeing 777-300ER,KLM
Tue 02:55:19 AM,52.555,4.9171,← 277°,252.0,290.0,"4,725","-1,300",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1310,2025-03-25 08:09:09,10519,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:55:21 AM,52.1978,2.5162,→ 69°,401.0,461.0,"23,175","-1,425",FlightAware ADS-B (EGSV),Arrivals,KLM1040,2025-03-25 08:28:32,10521,Da,2025-03-24 09:23:48,72.89411408419588,Zwanenburgbaan36C_L,Boeing 777-300ER,KLM
Tue 02:55:22 AM,51.8003,7.5812,← 306°,446.0,513.0,"35,300","-2,825",FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1964,2025-03-25 08:28:32,10522,Da,2025-03-24 18:48:52,78.04397505191102,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:55:25 AM,52.1705,4.801,↓ 186°,271.0,312.0,"4,475","3,170",FlightAware ADS-B (EHHV),Departures,KLM1501,2025-03-25 08:09:09,10525,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:55:32 AM,50.5709,2.9222,↗ 25°,422.0,486.0,"32,825","-1,575",FlightAware ADS-B (BOH / EGHH),Arrivals,KLM1510,2025-03-25 08:47:57,10532,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:55:33 AM,52.9655,1.6287,→ 109°,457.0,526.0,"37,025","-2,037",FlightAware ADS-B (CVT / EGBE),Arrivals,KLM934,2025-03-25 08:28:32,10533,Co,2025-03-24 07:40:00,80.77320570057506,Zwanenburgbaan36C_L,Boeing 737-900,KLM
Tue 02:55:44 AM,51.3625,4.3281,↙ 203°,433.0,498.0,"24,600","1,566",FlightAware ADS-B (RTM / EHRD),Departures,TRA5753,2025-03-25 08:09:09,10544,Da,2025-03-24 22:57:19,63.02030000829775,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Tue 02:55:45 AM,53.8525,-4.3035,↘ 111°,441.0,507.0,"31,175","1,352",FlightAware ADS-B (MAN / EGCC),Arrivals,KLM946,2025-03-25 09:07:24,10545,Da,2025-03-24 07:56:16,76.81778163797976,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:55:47 AM,55.2736,-7.6289,↘ 118°,487.0,560.0,"35,000",24,FlightAware ADS-B (EDI / EGPH),Arrivals,UAL909,2025-03-25 09:27:00,10547,Co,2025-03-24 08:11:07,83.37762662235309,Zwanenburgbaan36C_L,Boeing 767 322ER/W,United Airlines
Tue 02:55:49 AM,52.5589,4.8623,← 277°,249.0,287.0,"4,100","-1,206",FlightAware ADS-B (DHR / EHKD),Arrivals,KLM1310,2025-03-25 08:09:09,10549,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:55:51 AM,52.2174,2.6009,→ 69°,392.0,451.0,"22,375","-1,700",FlightAware ADS-B (OST / EBOS),Arrivals,KLM1040,2025-03-25 08:28:32,10551,Da,2025-03-24 09:23:48,72.89411408419588,Zwanenburgbaan36C_L,Boeing 777-300ER,KLM
Tue 02:55:52 AM,51.8382,7.498,← 306°,451.0,519.0,"33,850","-2,500",FlightAware ADS-B (EHDL),Arrivals,KLM1964,2025-03-25 08:28:32,10552,Da,2025-03-24 18:48:52,78.04397505191102,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:55:54 AM,52.2629,6.8818,← 309°,356.0,410.0,"24,875","-1,435",FlightAware ADS-B (MST / EHBK),Arrivals,KLM836,2025-03-25 08:28:32,10554,Da,2025-03-24 07:23:04,79.39454792543735,Aalsmeerbaan36R_L,Boeing 777-300ER,KLM
Tue 02:55:55 AM,52.1347,4.7943,↓ 185°,274.0,315.0,"6,025","3,031",FlightAware ADS-B (LEY / EHLE),Departures,KLM1501,2025-03-25 08:09:09,10555,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:55:58 AM,52.4963,4.7241,↓ 183°,186.0,214.0,"1,850",25,FlightAware ADS-B (AMS / EHAM),Arrivals,UAL20,2025-03-25 08:09:09,10558,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:55:59 AM,52.435,6.2373,← 282°,319.0,367.0,"18,525","-2,223",FlightAware ADS-B (EHDB),Arrivals,KLM1628,2025-03-25 08:28:32,10559,Co,2025-03-24 17:39:28,78.77510297872848,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:56:02 AM,50.6249,2.9625,↗ 25°,412.0,474.0,"32,025","-1,575",FlightAware ADS-B (EBCV),Arrivals,KLM1510,2025-03-25 08:47:57,10562,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:56:04 AM,51.7143,7.597,← 309°,438.0,504.0,"37,825",-675,FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1600,2025-03-25 08:28:32,10564,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:56:10 AM,52.5613,4.8211,← 272°,243.0,280.0,"3,700","-1,054",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1310,2025-03-25 08:09:09,10570,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:56:11 AM,53.7847,8.0772,↙ 231°,439.0,505.0,"38,000",-317,FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1248,2025-03-25 08:47:57,10571,Da,2025-03-24 18:35:54,73.97836425772277,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:56:14 AM,52.1076,4.7915,↓ 183°,285.0,328.0,"6,950","2,694",FlightAware ADS-B (RTM / EHRD),Departures,KLM1501,2025-03-25 08:09:09,10574,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:56:15 AM,53.8301,-4.2065,↘ 111°,441.0,507.0,"31,875","1,450",FlightAware ADS-B (BLK / EGNH),Arrivals,KLM946,2025-03-25 09:07:24,10575,Da,2025-03-24 07:56:16,76.81778163797976,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:56:19 AM,53.147,-0.476,→ 93°,476.0,548.0,"39,025",31,FlightAware ADS-B (DSA / EGCN),Arrivals,KLM1126,2025-03-25 08:47:57,10579,Co,2025-03-24 08:04:17,78.0735334403633,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Tue 02:56:21 AM,52.2365,2.6829,→ 69°,386.0,444.0,"21,475","-1,875",FlightAware ADS-B (EBFN),Arrivals,KLM1040,2025-03-25 08:28:32,10581,Da,2025-03-24 09:23:48,72.89411408419588,Zwanenburgbaan36C_L,Boeing 777-300ER,KLM
Tue 02:56:24 AM,52.2947,6.8182,← 309°,350.0,403.0,"24,175","-1,467",FlightAware ADS-B (EHDB),Arrivals,KLM836,2025-03-25 08:28:32,10584,Da,2025-03-24 07:23:04,79.39454792543735,Aalsmeerbaan36R_L,Boeing 777-300ER,KLM
Tue 02:56:26 AM,52.5577,4.7955,↙ 245°,242.0,278.0,"3,450",-656,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1310,2025-03-25 08:09:09,10586,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:56:28 AM,52.4693,4.7216,↓ 183°,183.0,211.0,"1,875",-300,FlightAware ADS-B (DHR / EHKD),Arrivals,UAL20,2025-03-25 08:09:09,10588,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:56:29 AM,52.443,6.1688,← 281°,317.0,365.0,"17,400","-2,034",FlightAware ADS-B (CGN / EDDK),Arrivals,KLM1628,2025-03-25 08:28:32,10589,Co,2025-03-24 17:39:28,78.77510297872848,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:56:32 AM,50.6754,3.0002,↗ 26°,403.0,464.0,"31,250","-1,525",FlightAware ADS-B (CRL / EBCI),Arrivals,KLM1510,2025-03-25 08:47:57,10592,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:56:33 AM,49.9601,2.317,↗ 34°,421.0,484.0,"38,000",-100,FlightAware ADS-B (SEN / EGMC),Arrivals,KLM1500,2025-03-25 08:47:57,10593,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:56:34 AM,51.7533,7.5204,← 309°,436.0,502.0,"37,350",-950,FlightAware ADS-B (FCN / ETMN),Arrivals,KLM1600,2025-03-25 08:28:32,10594,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:56:37 AM,53.1448,-0.4076,→ 93°,475.0,547.0,"39,025",-31,FlightAware ADS-B (EMA / EGNX),Arrivals,KLM1126,2025-03-25 08:47:57,10597,Co,2025-03-24 08:04:17,78.0735334403633,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Tue 02:56:40 AM,52.9179,1.8508,→ 109°,470.0,541.0,"33,075","-3,700",FlightAware ADS-B (MHZ / EGUN),Arrivals,KLM934,2025-03-25 08:28:32,10600,Co,2025-03-24 07:40:00,80.77320570057506,Zwanenburgbaan36C_L,Boeing 737-900,KLM
Tue 02:56:41 AM,53.7465,7.9981,↙ 231°,440.0,506.0,"37,625",-850,FlightAware ADS-B (EDHO),Arrivals,KLM1248,2025-03-25 08:47:57,10601,Da,2025-03-24 18:35:54,73.97836425772277,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:56:42 AM,52.5464,4.7736,↙ 219°,235.0,270.0,"3,350",-353,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1310,2025-03-25 08:09:09,10602,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:56:44 AM,52.0685,4.7876,↓ 184°,296.0,341.0,"8,225","2,740",FlightAware ADS-B (OST / EBOS),Departures,KLM1501,2025-03-25 08:09:09,10604,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:56:45 AM,53.8078,-4.1115,↘ 112°,440.0,506.0,"32,625","1,475",FlightAware ADS-B (BRS / EGGD),Arrivals,KLM946,2025-03-25 09:07:24,10605,Da,2025-03-24 07:56:16,76.81778163797976,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:56:49 AM,55.2074,-7.4138,↘ 118°,486.0,559.0,"35,000",-25,FlightAware ADS-B (EDI / EGPH),Arrivals,UAL909,2025-03-25 09:27:00,10609,Co,2025-03-24 08:11:07,83.37762662235309,Zwanenburgbaan36C_L,Boeing 767 322ER/W,United Airlines
Tue 02:56:51 AM,52.2553,2.7645,→ 70°,383.0,441.0,"20,500","-1,975",FlightAware ADS-B (EGNE),Arrivals,KLM1040,2025-03-25 08:28:32,10611,Da,2025-03-24 09:23:48,72.89411408419588,Zwanenburgbaan36C_L,Boeing 777-300ER,KLM
Tue 02:56:52 AM,51.9115,7.3366,← 306°,450.0,518.0,"31,700","-2,225",FlightAware ADS-B (EDGQ),Arrivals,KLM1964,2025-03-25 08:28:32,10612,Da,2025-03-24 18:48:52,78.04397505191102,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:56:58 AM,52.4447,4.7194,↓ 183°,178.0,205.0,"1,550",-775,FlightAware ADS-B (RTM / EHRD),Arrivals,UAL20,2025-03-25 08:09:09,10618,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:57:00 AM,52.5278,4.7595,↓ 191°,229.0,264.0,"3,250",-324,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1310,2025-03-25 08:09:09,10620,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:57:02 AM,50.7249,3.0379,↗ 26°,401.0,461.0,"30,500","-1,525",FlightAware ADS-B (LHR / EGLL),Arrivals,KLM1510,2025-03-25 08:47:57,10622,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:57:03 AM,50.0091,2.3673,↗ 34°,420.0,483.0,"37,900",-600,FlightAware ADS-B (EGHR),Arrivals,KLM1500,2025-03-25 08:47:57,10623,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:57:04 AM,51.7908,7.4465,← 309°,436.0,502.0,"36,875",-925,FlightAware ADS-B (HAJ / EDDV),Arrivals,KLM1600,2025-03-25 08:28:32,10624,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:57:06 AM,52.0382,4.7836,↓ 185°,299.0,344.0,"9,325","2,964",FlightAware ADS-B (EHTE),Departures,KLM1501,2025-03-25 08:09:09,10626,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:57:10 AM,52.8967,1.9517,→ 109°,471.0,542.0,"31,325","-2,725",FlightAware ADS-B (CBG / EGSC),Arrivals,KLM934,2025-03-25 08:28:32,10630,Co,2025-03-24 07:40:00,80.77320570057506,Zwanenburgbaan36C_L,Boeing 737-900,KLM
Tue 02:57:11 AM,53.7084,7.919,↙ 231°,440.0,506.0,"37,150",-950,FlightAware ADS-B (PSH / EDXO),Arrivals,KLM1248,2025-03-25 08:47:57,10631,Da,2025-03-24 18:35:54,73.97836425772277,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:57:14 AM,51.193,4.2133,↙ 203°,447.0,514.0,"26,950","1,500",FlightAware ADS-B (GLZ / EHGR),Departures,TRA5753,2025-03-25 08:09:09,10634,Da,2025-03-24 22:57:19,63.02030000829775,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Tue 02:57:15 AM,53.7855,-4.0174,↘ 112°,440.0,506.0,"33,350","1,475",FlightAware ADS-B (EMA / EGNX),Arrivals,KLM946,2025-03-25 09:07:24,10635,Da,2025-03-24 07:56:16,76.81778163797976,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:57:17 AM,52.3322,6.6946,← 285°,344.0,396.0,"22,775","-2,054",FlightAware ADS-B (EBLC),Arrivals,KLM836,2025-03-25 08:28:32,10637,Da,2025-03-24 07:23:04,79.39454792543735,Aalsmeerbaan36R_L,Boeing 777-300ER,KLM
Tue 02:57:19 AM,52.5096,4.7571,↓ 184°,220.0,253.0,"3,150",-293,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1310,2025-03-25 08:09:09,10639,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:57:21 AM,52.2741,2.8463,→ 69°,381.0,438.0,"19,500","-1,775",FlightAware ADS-B (EGSJ),Arrivals,KLM1040,2025-03-25 08:28:32,10641,Da,2025-03-24 09:23:48,72.89411408419588,Zwanenburgbaan36C_L,Boeing 777-300ER,KLM
Tue 02:57:22 AM,51.949,7.2535,← 306°,456.0,525.0,"30,575","-2,275",FlightAware ADS-B (EHDL),Arrivals,KLM1964,2025-03-25 08:28:32,10642,Da,2025-03-24 18:48:52,78.04397505191102,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:57:26 AM,52.0112,4.7798,↓ 185°,302.0,348.0,"10,300","2,760",FlightAware ADS-B (RTM / EHRD),Departures,KLM1501,2025-03-25 08:09:09,10646,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:57:28 AM,52.4227,4.7175,↓ 183°,144.0,166.0,"1,100",-800,FlightAware ADS-B (AMS / EHAM),Arrivals,UAL20,2025-03-25 08:09:09,10648,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:57:31 AM,51.1642,4.194,↙ 203°,450.0,518.0,"27,325","1,216",FlightAware ADS-B (DUS / EDDL),Departures,TRA5753,2025-03-25 08:09:09,10651,Da,2025-03-24 22:57:19,63.02030000829775,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Tue 02:57:32 AM,50.7753,3.0766,↗ 26°,399.0,459.0,"29,725","-1,525",FlightAware ADS-B (OST / EBOS),Arrivals,KLM1510,2025-03-25 08:47:57,10652,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:57:33 AM,50.0566,2.4157,↗ 33°,419.0,482.0,"37,400",-975,FlightAware ADS-B (BRU / EBBR),Arrivals,KLM1500,2025-03-25 08:47:57,10653,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:57:34 AM,51.8291,7.3705,← 309°,435.0,501.0,"36,425",-875,FlightAware ADS-B (HAJ / EDDV),Arrivals,KLM1600,2025-03-25 08:28:32,10654,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:57:40 AM,52.8755,2.0519,→ 109°,457.0,526.0,"30,350","-2,100",FlightAware ADS-B (NWI / EGSH),Arrivals,KLM934,2025-03-25 08:28:32,10660,Co,2025-03-24 07:40:00,80.77320570057506,Zwanenburgbaan36C_L,Boeing 737-900,KLM
Tue 02:57:41 AM,52.4883,4.7546,↓ 184°,201.0,231.0,"3,050",-779,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1310,2025-03-25 08:09:09,10661,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:57:45 AM,52.3438,6.6259,← 285°,342.0,394.0,"21,525","-2,543",FlightAware ADS-B (ZOW / EDWN),Arrivals,KLM836,2025-03-25 08:28:32,10665,Da,2025-03-24 07:23:04,79.39454792543735,Aalsmeerbaan36R_L,Boeing 777-300ER,KLM
Tue 02:57:49 AM,55.1437,-7.2095,↘ 119°,485.0,558.0,"35,000",25,FlightAware ADS-B (EGCB),Arrivals,UAL909,2025-03-25 09:27:00,10669,Co,2025-03-24 08:11:07,83.37762662235309,Zwanenburgbaan36C_L,Boeing 767 322ER/W,United Airlines
Tue 02:57:51 AM,51.1221,4.1657,↙ 203°,455.0,524.0,"27,700","1,230",FlightAware ADS-B (EGSM),Departures,TRA5753,2025-03-25 08:09:09,10671,Da,2025-03-24 22:57:19,63.02030000829775,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Tue 02:57:52 AM,51.9869,7.1695,← 306°,460.0,529.0,"29,425","-2,275",FlightAware ADS-B (DHR / EHKD),Arrivals,KLM1964,2025-03-25 08:28:32,10672,Da,2025-03-24 18:48:52,78.04397505191102,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:57:56 AM,51.9699,4.7738,↓ 185°,310.0,357.0,"11,625","2,730",FlightAware ADS-B (UTC / EHSB),Departures,KLM1501,2025-03-25 08:09:09,10676,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:57:58 AM,52.404,4.7157,↓ 183°,133.0,153.0,750,-720,FlightAware ADS-B (AMS / EHAM),Arrivals,UAL20,2025-03-25 08:09:09,10678,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:58:02 AM,50.8255,3.1152,↗ 26°,393.0,452.0,"28,975","-1,525",FlightAware ADS-B (EHBD),Arrivals,KLM1510,2025-03-25 08:47:57,10682,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:58:04 AM,51.8667,7.2957,← 309°,437.0,503.0,"36,000","-1,175",FlightAware ADS-B (EHTE),Arrivals,KLM1600,2025-03-25 08:28:32,10684,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:58:09 AM,52.469,5.9435,← 281°,297.0,342.0,"14,150","-1,965",FlightAware ADS-B (EHHV),Arrivals,KLM1628,2025-03-25 08:28:32,10689,Co,2025-03-24 17:39:28,78.77510297872848,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:58:10 AM,52.8545,2.15,→ 110°,447.0,514.0,"29,225","-2,300",FlightAware ADS-B (EGTH),Arrivals,KLM934,2025-03-25 08:28:32,10690,Co,2025-03-24 07:40:00,80.77320570057506,Zwanenburgbaan36C_L,Boeing 737-900,KLM
Tue 02:58:11 AM,52.4602,4.7521,↓ 184°,200.0,230.0,"2,475","-1,075",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1310,2025-03-25 08:09:09,10691,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:58:15 AM,53.7409,-3.8277,↘ 112°,432.0,497.0,"34,925","1,275",FlightAware ADS-B (EGCK),Arrivals,KLM946,2025-03-25 09:07:24,10695,Da,2025-03-24 07:56:16,76.81778163797976,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:58:16 AM,51.9387,4.7689,↓ 186°,314.0,361.0,"12,575","2,838",FlightAware ADS-B (AMS / EHAM),Departures,KLM1501,2025-03-25 08:09:09,10696,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:58:18 AM,52.3909,4.7146,↓ 183°,135.0,155.0,500,-792,FlightAware ADS-B (AMS / EHAM),Arrivals,UAL20,2025-03-25 08:09:09,10698,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:58:21 AM,51.0643,4.1268,↙ 203°,459.0,528.0,"28,350","1,189",FlightAware ADS-B (EGKH),Departures,TRA5753,2025-03-25 08:09:09,10701,Da,2025-03-24 22:57:19,63.02030000829775,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Tue 02:58:22 AM,52.0243,7.0863,← 306°,451.0,519.0,"28,300","-2,155",FlightAware ADS-B (ETND),Arrivals,KLM1964,2025-03-25 08:28:32,10702,Da,2025-03-24 18:48:52,78.04397505191102,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:58:32 AM,50.8748,3.1528,↗ 26°,390.0,449.0,"28,200","-1,521",FlightAware ADS-B (EGTR),Arrivals,KLM1510,2025-03-25 08:47:57,10712,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:58:33 AM,51.9151,4.7589,↓ 199°,319.0,367.0,"13,375","2,803",FlightAware ADS-B (EHDR),Departures,KLM1501,2025-03-25 08:09:09,10713,Co,2025-03-24 14:38:57,80.2369339658034,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:58:34 AM,52.3814,4.7134,↓ 184°,137.0,158.0,275,-804,FlightAware ADS-B (EHHA),Arrivals,UAL20,2025-03-25 08:09:09,10714,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:58:37 AM,52.4761,5.8821,← 281°,294.0,338.0,"13,250","-1,883",FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1628,2025-03-25 08:28:32,10717,Co,2025-03-24 17:39:28,78.77510297872848,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Tue 02:58:40 AM,52.8338,2.2461,→ 110°,439.0,505.0,"28,050","-2,384",FlightAware ADS-B (DHR / EHKD),Arrivals,KLM934,2025-03-25 08:28:32,10720,Co,2025-03-24 07:40:00,80.77320570057506,Zwanenburgbaan36C_L,Boeing 737-900,KLM
Tue 02:58:41 AM,52.4337,4.7495,↓ 183°,193.0,222.0,"1,975","-1,050",FlightAware ADS-B (EHHA),Arrivals,KLM1310,2025-03-25 08:09:09,10721,Da,2025-03-24 13:36:37,77.43144396074753,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Tue 02:58:44 AM,51.0223,4.0986,↙ 203°,463.0,533.0,"28,750","1,031",FlightAware ADS-B (DUS / EDDL),Departures,TRA5753,2025-03-25 08:09:09,10724,Da,2025-03-24 22:57:19,63.02030000829775,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Tue 02:58:45 AM,53.7183,-3.7315,↘ 112°,436.0,502.0,"35,375",825,FlightAware ADS-B (EGBO),Arrivals,KLM946,2025-03-25 09:07:24,10725,Da,2025-03-24 07:56:16,76.81778163797976,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Tue 02:58:46 AM,52.3736,4.7129,↓ 183°,137.0,158.0,125,-750,Surface and Near-Surface,Arrivals,UAL20,2025-03-25 08:09:09,10726,Co,2025-03-24 07:32:04,83.44103507468526,Zwanenburgbaan36C_L,Boeing 767 322ER,United Airlines
Tue 02:58:47 AM,52.0497,7.0294,← 307°,442.0,509.0,"27,450","-2,128",FlightAware ADS-B (EHDB),Arrivals,KLM1964,2025-03-25 08:28:32,10727,Da,2025-03-24 18:48:52,78.04397505191102,Aalsmeerbaan36R_L,Boeing 737-800,KLM
